g000001_FluAB_FAM_8_A8_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,8,A8,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2767,PSL Team,3x LoD,5e4280b051097d306b0a33e01918dfb6,Undetermined
g000001_C19_VIC_8_A8_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,8,A8,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2767,PSL Team,3x LoD,fad12eee91d6faac10de31ae53f14fa4,Undetermined
g000001_C19_VIC_9_A9_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,9,A9,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2768,PSL Team,3x LoD,9bb5f60c92178e42430d578ba8ac4c4d,Undetermined
g000001_FluAB_FAM_10_A10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,10,A10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2769,PSL Team,3x LoD,0164cee2bda446a9bea3891756025814,Undetermined
g000001_C19_VIC_10_A10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,10,A10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2769,PSL Team,3x LoD,659147cf4b33698a89dd24e1ee82ec70,Undetermined
g000001_RSVAB_ABY_13_B1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,RSVAB,ABY,13,B1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2770,PSL Team,3x LoD,4d8b7910470b59729f4dc846867e503c,Undetermined
g000001_C19_VIC_13_B1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,13,B1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2770,PSL Team,3x LoD,f802f6445eea83d1f27ba458d9dcd385,Undetermined
g000001_C19_VIC_14_B2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,14,B2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2771,PSL Team,3x LoD,236228855fd26806ad440a063168e79f,Undetermined
g000001_C19_VIC_15_B3_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,15,B3,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2772,PSL Team,3x LoD,58ee2808d23b379d1f12052518febe52,Undetermined
g000001_C19_VIC_16_B4_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,16,B4,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2773,PSL Team,3x LoD,1a177c7bc0dc85334dc9af2109aeb051,Undetermined
g000001_C19_VIC_18_B6_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,18,B6,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2775,PSL Team,3x LoD,02bb9deb23d884caeea7c89f20856b52,Undetermined
g000001_C19_VIC_19_B7_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,19,B7,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2776,PSL Team,3x LoD,19919e275e61d5af72ed72021a3e79b7,Undetermined
g000001_C19_VIC_20_B8_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,20,B8,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2777,PSL Team,3x LoD,3871f261ff8da95a3603fdcae18db3d1,Undetermined
g000001_C19_VIC_21_B9_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,21,B9,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2778,PSL Team,3x LoD,63dba15004e79f6423fa9ea6fd34a251,Undetermined
g000001_C19_VIC_22_B10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,22,B10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2779,PSL Team,3x LoD,d34f4625de7ff50201cc480efcea576d,Undetermined
g000001_RSVAB_ABY_25_C1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,RSVAB,ABY,25,C1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2780,PSL Team,1x LoD,d34da52658d4214a81ca12710ed3b99d,Undetermined
g000001_C19_VIC_25_C1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,25,C1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2780,PSL Team,1x LoD,e0bff2f5fe70cc58d6861fc0f682b195,Undetermined
g000001_FluAB_FAM_26_C2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,26,C2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2781,PSL Team,1x LoD,488275beeff1e2e1a2d9e81c14b525bb,Undetermined
g000001_C19_VIC_26_C2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,26,C2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2781,PSL Team,1x LoD,eb62ffa91991046e9dcdf9a86d890734,Undetermined
g000001_FluAB_FAM_27_C3_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,27,C3,7500F,96-Well 0.1-mL Block,No Amp,Problem-light,Baseline Issue,Ashish ,2021-08-12 00:00:00,2782,PSL Team,1x LoD,8c8d888d97bf1792b9c98c0d015106e9,Undetermined
g000001_FluAB_FAM_28_C4_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,28,C4,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2783,PSL Team,1x LoD,fb7530f3ef6f21d3d93827ac64ccd7ec,Undetermined
g000001_C19_VIC_28_C4_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,28,C4,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2783,PSL Team,1x LoD,6e4f6a7dc0bc3f5adce0eaea158aae9e,Undetermined
g000001_FluAB_FAM_29_C5_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,29,C5,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2784,PSL Team,1x LoD,0b3c499bf80b5bfbcbcccb4a6a8fa6f2,Undetermined
g000001_C19_VIC_29_C5_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,29,C5,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2784,PSL Team,1x LoD,ff3e71603d2a7bf44abf165ba112edb4,Undetermined
g000001_RSVAB_ABY_30_C6_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,RSVAB,ABY,30,C6,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2785,PSL Team,1x LoD,d281231aa1218cc4ce67ea534129ed1d,Undetermined
g000001_FluAB_FAM_30_C6_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,30,C6,7500F,96-Well 0.1-mL Block,No Amp,Problem-light,Baseline Issue,Ashish ,2021-08-12 00:00:00,2785,PSL Team,1x LoD,f37a98df34480b40cb4f06725a6aa37c,Undetermined
g000001_C19_VIC_30_C6_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,30,C6,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2785,PSL Team,1x LoD,32de2798487b8237ecc73e275a34eb32,Undetermined
g000001_C19_VIC_31_C7_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,31,C7,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2786,PSL Team,1x LoD,68552917cc4982cbc7e9aab2df7a3ee3,Undetermined
g000001_C19_VIC_33_C9_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,33,C9,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2788,PSL Team,1x LoD,8f5125de1dfd6050e48e66392eb895a8,Undetermined
g000001_C19_VIC_34_C10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,34,C10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2789,PSL Team,1x LoD,02edbb57390d6340d821f1e2b01524b8,Undetermined
g000001_C19_VIC_37_D1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,37,D1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2790,PSL Team,1x LoD,bfc5fa3ef1bfe1dbdf12886c1bbdc9fa,Undetermined
g000001_FluAB_FAM_38_D2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,38,D2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2791,PSL Team,1x LoD,de44f3c490ea2be0895775191ca43e9a,Undetermined
g000001_C19_VIC_38_D2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,38,D2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2791,PSL Team,1x LoD,2de021e3b275354d09d5c2b4d1c77db8,Undetermined
g000001_RSVAB_ABY_39_D3_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,RSVAB,ABY,39,D3,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2792,PSL Team,1x LoD,0c65e01e6d65add9e627472fe48c0ab0,Undetermined
g000001_C19_VIC_39_D3_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,39,D3,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2792,PSL Team,1x LoD,7779a443f0534fc53efafe14aceda487,Undetermined
g000001_FluAB_FAM_40_D4_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,40,D4,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2793,PSL Team,1x LoD,5c0a476e13b90e55ba8464bbc4358845,Undetermined
g000001_C19_VIC_40_D4_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,40,D4,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2793,PSL Team,1x LoD,5e63425023a5957350f43523a4e4c7f7,Undetermined
g000001_C19_VIC_41_D5_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,41,D5,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2794,PSL Team,1x LoD,54d64a152b2436878b0a014e4181394a,Undetermined
g000001_C19_VIC_42_D6_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,42,D6,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2795,PSL Team,1x LoD,6526d0adaa5b2b0933e6821d7c7b8be6,Undetermined
g000001_C19_VIC_43_D7_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,43,D7,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2796,PSL Team,1x LoD,0830731accfa41ef77bd1c63d799cd7f,Undetermined
g000001_FluAB_FAM_44_D8_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,44,D8,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2797,PSL Team,1x LoD,76541d7021713de00c7ba6b355af2b7a,Undetermined
g000001_C19_VIC_44_D8_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,44,D8,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2797,PSL Team,1x LoD,e768e735b41d97b91f0fc25788408a8a,Undetermined
g000001_C19_VIC_45_D9_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,45,D9,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2798,PSL Team,1x LoD,b751fdf16246ab77a1d5eb559cbb6679,Undetermined
g000001_C19_VIC_46_D10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,46,D10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2799,PSL Team,1x LoD,a618479687a81864c3e41f080d223939,Undetermined
g000001_FluAB_FAM_49_E1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,49,E1,7500F,96-Well 0.1-mL Block,No Amp,Problem-light,Baseline Issue,Ashish ,2021-08-12 00:00:00,2800,PSL Team,0.333x LoD,8d67ad6dbe53c0ba7fba36401ecdf770,Undetermined
g000001_C19_VIC_49_E1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,49,E1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2800,PSL Team,0.333x LoD,24727389e3b6f6434caaadbeb7cfd3c0,Undetermined
g000001_FluAB_FAM_50_E2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,50,E2,7500F,96-Well 0.1-mL Block,No Amp,Problem-light,Baseline Issue,Ashish ,2021-08-12 00:00:00,2801,PSL Team,0.333x LoD,ef7372bba881008eee703dd35dab703c,Undetermined
g000001_C19_VIC_50_E2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,50,E2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2801,PSL Team,0.333x LoD,544980349f7c5a44576a653bb1ac6b0a,Undetermined
g000001_FluAB_FAM_51_E3_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,51,E3,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2802,PSL Team,0.333x LoD,f17853c6eb2e543ff65a9fd68a7319ed,Undetermined
g000001_FluAB_FAM_53_E5_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,53,E5,7500F,96-Well 0.1-mL Block,No Amp,Problem-light,Baseline Issue,Ashish ,2021-08-12 00:00:00,2804,PSL Team,0.333x LoD,2d8c5eab792f992292cf6fd86359af89,Undetermined
g000001_C19_VIC_54_E6_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,54,E6,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2805,PSL Team,0.333x LoD,bf38552b171d514573ac0ae4807adc91,Undetermined
g000001_C19_VIC_55_E7_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,55,E7,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2806,PSL Team,0.333x LoD,ca4c7d6447fbe7d20a3840fec7f7b75c,Undetermined
g000001_FluAB_FAM_56_E8_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,56,E8,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2807,PSL Team,0.333x LoD,85d2eb841fe7dd96c9f2dee60c5bcee1,Undetermined
g000001_C19_VIC_56_E8_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,56,E8,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2807,PSL Team,0.333x LoD,8dea61359312681e01d9afeda26f82db,Undetermined
g000001_C19_VIC_57_E9_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,57,E9,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2808,PSL Team,0.333x LoD,dea6f0797eaaff4bf4bc34f59e428212,Undetermined
g000001_FluAB_FAM_58_E10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,58,E10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2809,PSL Team,0.333x LoD,ab39356664f8b134dc1c575911946e92,Undetermined
g000001_C19_VIC_58_E10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,58,E10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2809,PSL Team,0.333x LoD,6b5167e976905b633634445c0432e93d,Undetermined
g000001_C19_VIC_62_F2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,62,F2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2811,PSL Team,0.333x LoD,8321be93aa911d2a73ef17c9ba2877ba,Undetermined
g000001_FluAB_FAM_63_F3_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,63,F3,7500F,96-Well 0.1-mL Block,No Amp,Problem-light,Baseline Issue,Ashish ,2021-08-12 00:00:00,2812,PSL Team,0.333x LoD,6c29ad47222b7b10df4c5640f4ac9a0d,Undetermined
g000001_C19_VIC_64_F4_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,64,F4,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2813,PSL Team,0.333x LoD,aedb14d5e51fce91643b570d9df5c84c,Undetermined
g000001_FluAB_FAM_65_F5_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,65,F5,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2814,PSL Team,0.333x LoD,2de3f9dc5abf6b10bfb7a96bbd27866e,Undetermined
g000001_C19_VIC_65_F5_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,65,F5,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2814,PSL Team,0.333x LoD,3caf0ec7732b04f947892ccd6ad9f395,Undetermined
g000001_C19_VIC_66_F6_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,66,F6,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2815,PSL Team,0.333x LoD,e8177c23be714692d4b5e4347df90e1c,Undetermined
g000001_FluAB_FAM_67_F7_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,67,F7,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2816,PSL Team,0.333x LoD,dac92f295e8f889ae96b4eebfe6b18a0,Undetermined
g000001_C19_VIC_67_F7_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,67,F7,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2816,PSL Team,0.333x LoD,f2157dc6a3e88f8462ccc8fc0b42c471,Undetermined
g000001_FluAB_FAM_68_F8_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,68,F8,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2817,PSL Team,0.333x LoD,923d96297c7de863612498dd7e1cbfd5,Undetermined
g000001_FluAB_FAM_69_F9_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,69,F9,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2818,PSL Team,0.333x LoD,01ad6d80dc2dc7da3da116067fd40ed6,Undetermined
g000001_C19_VIC_69_F9_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,69,F9,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2818,PSL Team,0.333x LoD,6550faecb49f2617171ad917265b474c,Undetermined
g000001_FluAB_FAM_70_F10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,70,F10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2819,PSL Team,0.333x LoD,d147c84e70bff8792300e3bacc872583,Undetermined
g000001_C19_VIC_70_F10_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,70,F10,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2819,PSL Team,0.333x LoD,d1ea2f3c9c2d7fa35a9b3cf9ff666e5e,Undetermined
g000001_FluAB_FAM_73_G1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,73,G1,7500F,96-Well 0.1-mL Block,No Amp,Problem-light,Baseline Issue,Ashish ,2021-08-12 00:00:00,2820,PSL Team,0x LoD,44db75046fed6fd625cc9f11670d12ba,Undetermined
g000001_C19_VIC_73_G1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,73,G1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2820,PSL Team,0x LoD,43e636bc7a5c679091ed2143d89ead82,Undetermined
g000001_FluAB_FAM_74_G2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,74,G2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2821,PSL Team,0x LoD,0406825a30806cfb32db110a9026e54d,Undetermined
g000001_C19_VIC_74_G2_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,74,G2,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2821,PSL Team,0x LoD,b8599da547fd74d38344aa516ccb296a,Undetermined
g000001_C19_VIC_75_G3_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,75,G3,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2822,PSL Team,0x LoD,0b5f6570c5c6f461cbb2852d794f69be,Undetermined
g000001_FluAB_FAM_85_H1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,FluAB,FAM,85,H1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2823,PSL Team,NTC,a20ff2f5629590e8c48982cd114ae4db,Undetermined
g000001_C19_VIC_85_H1_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,C19,VIC,85,H1,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2823,PSL Team,NTC,3a4656b6862fbb878cf79dc5d3fa491a,Undetermined
g000001_MS2_JUN_96_H12_7500F,03Aug2021_AG_DDD_FluA_7500_9444,g000001,MS2,JUN,96,H12,7500F,96-Well 0.1-mL Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,2824,PSL Team,PC,dcdd8d23df5c570a2f210893004f9eea,Undetermined
g000002_RSVAB_ABY_1_A1_QS7,03Aug2021_AG_DDD_FluA_QS7 Flex_4368,g000002,RSVAB,ABY,1,A1,QS7,384-Well Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,4434,PSL Team,3x LoD,3de1322efcd044b81d77db5bc2dcdefd,Undetermined
g000002_FluAB_FAM_1_A1_QS7,03Aug2021_AG_DDD_FluA_QS7 Flex_4368,g000002,FluAB,FAM,1,A1,QS7,384-Well Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,4434,PSL Team,3x LoD,13870d58e0400aedb0a52df1411eb760,Undetermined
g000002_RSVAB_ABY_17_A17_QS7,03Aug2021_AG_DDD_FluA_QS7 Flex_4368,g000002,RSVAB,ABY,17,A17,QS7,384-Well Block,No Amp,Clean,,Ashish ,2021-08-12 00:00:00,4442,PSL Team,3x LoD,75fd88b6f08003f8281def40a50e9d2e,Undetermined
